29/06/2021,11:48:51.618,2,000,096,105
29/06/2021,11:48:51.648,1,000,095,053
29/06/2021,11:48:51.665,2,000,095,127
29/06/2021,11:48:51.690,1,000,093,051
29/06/2021,11:48:51.731,2,000,093,066
29/06/2021,11:48:51.771,1,000,091,052
29/06/2021,11:48:51.812,2,000,091,092
29/06/2021,11:48:51.852,1,000,088,052
29/06/2021,11:48:51.892,2,000,088,064
29/06/2021,11:48:51.932,1,000,086,032
29/06/2021,11:48:51.973,2,000,086,124
29/06/2021,11:48:52.014,1,000,084,042
29/06/2021,11:48:52.054,2,000,084,127
29/06/2021,11:48:52.095,1,000,083,041
29/06/2021,11:48:52.139,2,000,083,127
29/06/2021,11:48:52.176,1,000,081,044
29/06/2021,11:48:52.217,2,000,081,116
29/06/2021,11:48:52.257,1,000,079,050
29/06/2021,11:48:52.298,2,000,079,127
29/06/2021,11:48:52.339,1,000,077,038
29/06/2021,11:48:52.379,2,000,077,127
29/06/2021,11:48:52.420,1,000,076,042
29/06/2021,11:48:52.460,2,000,076,127
29/06/2021,11:48:52.501,1,000,074,050
29/06/2021,11:48:52.542,2,000,074,057
29/06/2021,11:48:52.615,1,000,069,030
29/06/2021,11:48:52.634,2,000,069,048
29/06/2021,11:48:52.667,1,000,067,047
29/06/2021,11:48:52.704,1,000,065,052
29/06/2021,11:48:52.744,2,000,067,127
29/06/2021,11:48:52.784,2,000,065,114
29/06/2021,11:48:52.825,1,000,064,034
29/06/2021,11:48:52.866,1,000,062,025
29/06/2021,11:48:52.906,2,000,064,127
29/06/2021,11:48:52.947,2,000,062,127
29/06/2021,11:48:53.489,1,000,048,045
29/06/2021,11:48:54.096,1,000,055,014
29/06/2021,11:48:54.493,1,000,060,004
29/06/2021,11:48:54.734,1,000,064,020
29/06/2021,11:48:54.911,2,000,060,036
29/06/2021,11:48:54.993,1,000,067,024
29/06/2021,11:48:55.027,2,000,055,065
29/06/2021,11:48:55.046,2,000,048,076
29/06/2021,11:48:55.305,1,000,072,017
29/06/2021,11:48:55.467,2,000,067,034
29/06/2021,11:48:55.611,2,000,064,047
29/06/2021,11:48:55.645,1,000,067,012
29/06/2021,11:48:56.010,1,000,064,014
29/06/2021,11:48:56.335,2,000,067,042
29/06/2021,11:48:56.359,2,000,072,051
29/06/2021,11:48:56.385,2,000,064,073
29/06/2021,11:48:56.800,1,000,048,028
29/06/2021,11:48:57.249,1,000,086,027
29/06/2021,11:48:57.551,2,000,086,035
29/06/2021,11:48:57.608,1,000,084,015
29/06/2021,11:48:57.745,2,000,084,055
29/06/2021,11:48:57.827,1,000,081,021
29/06/2021,11:48:57.935,2,000,081,045
29/06/2021,11:48:57.992,1,000,084,019
29/06/2021,11:48:58.073,2,000,084,063
29/06/2021,11:48:58.137,1,000,083,011
29/06/2021,11:48:58.212,2,000,083,084
29/06/2021,11:48:58.239,1,000,079,024
29/06/2021,11:48:58.329,2,000,079,082
29/06/2021,11:48:58.373,1,000,083,011
29/06/2021,11:48:58.470,2,000,083,084
29/06/2021,11:48:58.490,1,000,081,026
29/06/2021,11:48:58.543,2,000,081,083
29/06/2021,11:48:58.570,1,000,077,029
29/06/2021,11:48:58.640,2,000,077,093
29/06/2021,11:48:58.667,1,000,081,025
29/06/2021,11:48:58.751,1,000,079,037
29/06/2021,11:48:58.769,2,000,081,099
29/06/2021,11:48:58.799,2,000,079,127
29/06/2021,11:48:58.841,1,000,076,032
29/06/2021,11:48:58.915,2,000,076,075
29/06/2021,11:48:58.932,1,000,079,021
29/06/2021,11:48:59.030,1,000,077,031
29/06/2021,11:48:59.047,2,000,079,100
29/06/2021,11:48:59.076,2,000,077,127
29/06/2021,11:48:59.441,1,000,071,015
29/06/2021,11:48:59.489,2,000,071,103
29/06/2021,11:48:59.625,2,000,048,055
29/06/2021,11:48:59.983,1,000,048,029
29/06/2021,11:49:00.147,1,000,076,016
29/06/2021,11:49:00.302,1,000,079,017
29/06/2021,11:49:00.391,1,000,084,024
29/06/2021,11:49:03.652,2,000,074,115
29/06/2021,11:49:03.670,1,000,072,051
29/06/2021,11:49:03.688,1,000,064,049
29/06/2021,11:49:03.723,1,000,067,036
29/06/2021,11:49:03.763,2,000,072,127
29/06/2021,11:49:03.807,2,000,064,127
29/06/2021,11:49:03.845,2,000,067,127
29/06/2021,11:49:04.366,1,000,036,025
29/06/2021,11:49:04.383,1,000,048,019
29/06/2021,11:49:04.452,1,000,065,031
29/06/2021,11:49:04.584,1,000,070,020
29/06/2021,11:49:04.640,1,000,062,023
29/06/2021,11:49:04.798,2,000,065,106
29/06/2021,11:49:04.815,2,000,070,081
29/06/2021,11:49:04.832,2,000,062,102
29/06/2021,11:49:05.132,1,000,064,025
29/06/2021,11:49:05.153,1,000,060,020
29/06/2021,11:49:05.170,1,000,069,013
29/06/2021,11:49:05.302,2,000,069,049
29/06/2021,11:49:05.334,2,000,064,080
29/06/2021,11:49:05.354,2,000,060,045
29/06/2021,11:49:05.797,1,000,058,030
29/06/2021,11:49:05.818,1,000,067,025
29/06/2021,11:49:05.837,1,000,062,026
29/06/2021,11:49:06.500,2,000,062,002
29/06/2021,11:49:06.618,2,000,036,006
29/06/2021,11:49:06.654,2,000,058,060
29/06/2021,11:49:06.674,2,000,048,067
29/06/2021,11:49:06.742,2,000,067,001
29/06/2021,11:49:06.923,1,000,036,032
29/06/2021,11:49:06.973,1,000,048,022
29/06/2021,11:49:07.133,1,000,065,047
29/06/2021,11:49:07.182,1,000,062,040
29/06/2021,11:49:07.218,1,000,057,039
29/06/2021,11:49:07.452,2,000,062,109
29/06/2021,11:49:07.511,2,000,057,102
29/06/2021,11:49:07.552,2,000,065,084
29/06/2021,11:49:07.592,2,000,036,076
29/06/2021,11:49:07.753,1,000,064,050
29/06/2021,11:49:07.772,1,000,060,048
29/06/2021,11:49:07.793,1,000,055,040
29/06/2021,11:49:07.865,2,000,060,078
29/06/2021,11:49:07.885,2,000,064,119
29/06/2021,11:49:07.927,2,000,055,061
29/06/2021,11:49:08.369,1,000,063,029
29/06/2021,11:49:08.393,1,000,058,028
29/06/2021,11:49:08.412,1,000,036,022
29/06/2021,11:49:08.443,1,000,055,027
29/06/2021,11:49:08.483,1,000,060,026
29/06/2021,11:49:08.854,2,000,058,076
29/06/2021,11:49:08.877,2,000,063,033
29/06/2021,11:49:08.912,2,000,060,063
29/06/2021,11:49:08.948,2,000,055,075
29/06/2021,11:49:09.082,1,000,055,021
29/06/2021,11:49:09.102,1,000,060,027
29/06/2021,11:49:09.122,1,000,056,026
29/06/2021,11:49:09.438,1,000,063,001
29/06/2021,11:49:09.820,2,000,056,027
29/06/2021,11:49:09.871,2,000,063,004
29/06/2021,11:49:09.924,2,000,036,061
29/06/2021,11:49:09.944,2,000,060,039
29/06/2021,11:49:09.003,2,000,055,062
29/06/2021,11:49:10.345,2,000,048,021
29/06/2021,11:49:10.970,1,000,055,021
29/06/2021,11:49:10.990,1,000,043,015
29/06/2021,11:49:11.010,1,000,062,019
29/06/2021,11:49:11.044,1,000,031,021
29/06/2021,11:49:11.096,1,000,060,021
29/06/2021,11:49:11.634,2,000,062,005
29/06/2021,11:49:11.653,2,000,055,027
29/06/2021,11:49:11.674,2,000,060,065
29/06/2021,11:49:11.910,1,000,059,028
29/06/2021,11:49:11.930,1,000,055,018
29/06/2021,11:49:11.949,1,000,062,021
29/06/2021,11:49:12.694,2,000,031,049
29/06/2021,11:49:12.774,2,000,043,077
29/06/2021,11:49:13.628,2,000,059,054
29/06/2021,11:49:13.649,2,000,055,127
29/06/2021,11:49:13.712,2,000,062,051
29/06/2021,11:49:14.869,1,000,048,016
29/06/2021,11:49:15.843,2,000,048,061
29/06/2021,11:49:16.404,1,000,048,028
29/06/2021,11:49:16.448,1,000,055,024
29/06/2021,11:49:16.603,1,000,060,023
29/06/2021,11:49:16.844,1,000,062,027
29/06/2021,11:49:17.114,1,000,070,033
29/06/2021,11:49:17.204,2,000,060,031
29/06/2021,11:49:17.232,2,000,062,016
29/06/2021,11:49:17.405,1,000,067,028
29/06/2021,11:49:17.667,1,000,062,031
29/06/2021,11:49:17.947,1,000,060,030
29/06/2021,11:49:17.966,2,000,055,058
29/06/2021,11:49:18.183,2,000,048,001
29/06/2021,11:49:18.269,1,000,055,025
29/06/2021,11:49:18.555,2,000,060,001
29/06/2021,11:49:18.635,1,000,048,027
29/06/2021,11:49:18.794,2,000,055,028
29/06/2021,11:49:19.458,2,000,070,001
29/06/2021,11:49:19.480,2,000,067,028
29/06/2021,11:49:19.499,2,000,062,060
29/06/2021,11:49:19.727,2,000,048,056
29/06/2021,11:49:21.068,1,000,048,011
29/06/2021,11:49:21.098,1,000,065,017
29/06/2021,11:49:21.124,1,000,060,008
29/06/2021,11:49:21.174,1,000,070,016
29/06/2021,11:49:21.270,1,000,075,019
29/06/2021,11:49:21.335,2,000,070,029
29/06/2021,11:49:21.409,2,000,075,051
29/06/2021,11:49:21.441,2,000,065,023
29/06/2021,11:49:21.652,1,000,075,029
29/06/2021,11:49:21.710,2,000,075,045
29/06/2021,11:49:21.911,1,000,075,047
29/06/2021,11:49:22.014,2,000,075,061
29/06/2021,11:49:22.163,1,000,075,044
29/06/2021,11:49:22.267,2,000,075,068
29/06/2021,11:49:22.417,1,000,070,047
29/06/2021,11:49:22.465,2,000,070,055
29/06/2021,11:49:22.491,2,000,060,001
29/06/2021,11:49:22.662,1,000,070,048
29/06/2021,11:49:22.736,2,000,070,019
29/06/2021,11:49:22.950,1,000,065,045
29/06/2021,11:49:23.016,2,000,065,064
29/06/2021,11:49:23.257,1,000,065,044
29/06/2021,11:49:23.278,2,000,048,022
29/06/2021,11:49:23.636,1,000,060,014
29/06/2021,11:49:23.704,2,000,060,064
29/06/2021,11:49:24.050,1,000,060,017
29/06/2021,11:49:24.485,1,000,055,031
29/06/2021,11:49:24.505,2,000,060,021
29/06/2021,11:49:24.575,2,000,055,039
29/06/2021,11:49:24.967,1,000,055,024
29/06/2021,11:49:25.575,2,000,065,093
29/06/2021,11:49:25.681,2,000,055,036
29/06/2021,11:49:25.977,1,000,048,024
29/06/2021,11:49:26.032,1,000,055,021
29/06/2021,11:49:26.195,1,000,060,013
29/06/2021,11:49:26.235,1,000,062,017
29/06/2021,11:49:26.259,1,000,064,027
29/06/2021,11:49:26.349,1,000,067,017
29/06/2021,11:49:27.343,2,000,060,108
29/06/2021,11:49:28.183,2,000,067,042
29/06/2021,11:49:28.275,1,000,069,013
29/06/2021,11:49:28.472,2,000,064,001
29/06/2021,11:49:28.653,1,000,067,016
29/06/2021,11:49:28.878,2,000,062,019
29/06/2021,11:49:28.985,1,000,064,017
29/06/2021,11:49:29.228,1,000,062,025
29/06/2021,11:49:29.433,2,000,055,012
29/06/2021,11:49:29.522,1,000,060,013
29/06/2021,11:49:29.741,2,000,048,001
29/06/2021,11:49:29.797,2,000,069,001
29/06/2021,11:49:29.849,1,000,055,015
29/06/2021,11:49:30.167,1,000,048,032
29/06/2021,11:49:30.187,2,000,060,001
29/06/2021,11:49:30.370,2,000,055,004
29/06/2021,11:49:32.444,2,000,064,011
29/06/2021,11:49:32.467,2,000,048,046
29/06/2021,11:49:32.498,2,000,067,001
29/06/2021,11:49:32.517,2,000,062,056
29/06/2021,11:49:32.849,1,000,067,047
29/06/2021,11:49:33.182,1,000,062,036
29/06/2021,11:49:33.311,2,000,067,077
29/06/2021,11:49:33.460,2,000,062,072
29/06/2021,11:49:33.484,1,000,067,045
29/06/2021,11:49:33.710,2,000,067,068
29/06/2021,11:49:33.767,1,000,062,021
29/06/2021,11:49:33.983,2,000,062,050
29/06/2021,11:49:34.042,1,000,067,019
29/06/2021,11:49:34.218,2,000,067,060
29/06/2021,11:49:34.286,1,000,062,023
29/06/2021,11:49:34.476,2,000,062,058
29/06/2021,11:49:34.520,1,000,067,020
29/06/2021,11:49:34.689,2,000,067,057
29/06/2021,11:49:34.736,1,000,062,021
